1,3.93,3.824,25.0,1
2,6.844,5.484,35.0,0
3,8.625,4.801,20.0,0
4,0.562,1.768,30.0,0
5,3.769,1.942,25.0,0
6,5.943,1.906,20.0,0
7,2.476,3.092,25.0,0
8,3.422,3.94,30.0,1
9,5.208,0.814,25.0,0
10,7.954,7.527,20.0,0
11,2.391,3.356,30.0,0
12,1.22,9.237,35.0,0
13,3.614,3.576,35.0,1
14,9.249,3.53,30.0,0
15,9.917,4.137,20.0,0
16,5.886,2.135,20.0,1
17,7.092,9.938,30.0,0
18,9.662,6.027,30.0,0
19,8.941,5.577,20.0,0
20,3.548,8.94,35.0,0
21,5.197,0.697,35.0,0
22,5.316,7.82,25.0,0
23,3.244,8.236,30.0,0
24,2.737,4.876,20.0,0
25,7.447,3.867,20.0,0
26,5.65,0.539,25.0,0
27,0.687,9.206,30.0,0
28,4.23,2.546,30.0,0
29,9.291,5.214,30.0,0
30,3.85,8.231,25.0,0
31,4.122,9.459,25.0,0
32,7.311,8.47,20.0,0
33,0.013,4.931,25.0,0
34,7.126,1.118,35.0,0
35,1.924,2.937,25.0,0
36,0.149,5.695,20.0,0
37,3.395,9.761,25.0,0
38,0.363,2.567,35.0,0
39,9.767,0.86,20.0,0
40,7.218,9.781,35.0,0
41,4.685,6.645,30.0,0
42,0.579,5.884,25.0,0
43,0.689,1.645,25.0,0
44,8.469,0.994,35.0,1
45,3.871,8.836,35.0,0
46,5.303,6.856,35.0,0
47,1.838,6.704,35.0,0
48,4.556,3.157,30.0,1
49,0.577,3.339,25.0,0
50,0.483,3.585,25.0,0
51,2.52,3.528,20.0,0
52,2.512,2.651,35.0,0
53,0.317,8.129,30.0,0
54,7.883,8.748,25.0,0
55,9.964,1.434,35.0,0
56,8.646,1.678,25.0,0
57,6.096,2.185,35.0,0
58,1.059,9.941,25.0,0
59,7.34,6.583,35.0,0
60,8.116,8.218,25.0,0
61,1.248,7.735,25.0,0
62,8.625,0.365,35.0,0
63,9.025,0.432,20.0,0
64,0.463,0.562,30.0,0
65,6.992,5.762,35.0,0
66,3.504,4.829,20.0,0
67,1.74,1.227,30.0,0
68,5.46,3.975,35.0,1
69,4.571,2.605,20.0,1
70,3.794,6.508,20.0,0
71,3.447,9.053,20.0,0
72,2.475,7.401,25.0,0
73,9.009,8.417,30.0,0
74,6.684,0.442,35.0,0
75,4.35,4.233,35.0,0
76,5.99,8.739,25.0,0
77,8.611,1.754,25.0,0
78,9.64,3.488,25.0,0
79,7.673,6.218,30.0,0
80,2.633,4.217,20.0,0
81,5.0,5.0,0.0,1
