1,2.932,9.016,25.0,0
2,2.452,1.932,30.0,0
3,5.488,9.766,20.0,0
4,0.173,8.981,30.0,0
5,8.301,5.829,25.0,0
6,9.575,8.834,30.0,0
7,9.322,3.283,25.0,0
8,9.345,8.766,30.0,0
9,7.831,0.486,30.0,1
10,3.41,0.899,30.0,0
11,7.025,7.198,35.0,0
12,0.956,2.98,25.0,0
13,7.147,2.385,20.0,1
14,8.875,5.471,25.0,0
15,5.623,9.145,35.0,0
16,4.349,1.797,30.0,1
17,3.436,5.244,20.0,0
18,4.147,4.802,35.0,0
19,5.301,4.002,20.0,1
20,7.339,9.202,30.0,0
21,1.146,8.434,30.0,0
22,9.234,3.348,20.0,0
23,3.548,2.562,35.0,0
24,1.872,1.415,35.0,0
25,7.429,9.958,20.0,0
26,5.022,6.405,35.0,0
27,7.314,3.801,35.0,1
28,4.493,4.277,25.0,0
29,3.274,5.392,30.0,0
30,0.271,4.985,20.0,0
31,5.63,2.453,20.0,1
32,3.789,8.762,25.0,0
33,3.036,6.233,20.0,0
34,1.007,5.437,30.0,0
35,1.308,8.213,30.0,0
36,6.501,5.364,30.0,0
37,3.274,0.652,20.0,0
38,3.215,6.525,35.0,0
39,0.173,4.941,30.0,0
40,4.6,1.477,30.0,1
41,2.333,7.276,30.0,0
42,9.768,6.517,20.0,0
43,4.026,1.546,30.0,1
44,5.463,6.544,35.0,0
45,2.697,8.677,30.0,0
46,2.843,7.897,35.0,0
47,5.414,3.974,30.0,0
48,5.186,0.816,35.0,0
49,2.117,8.5,35.0,0
50,3.565,9.737,35.0,0
51,9.072,6.883,20.0,0
52,8.005,0.435,35.0,0
53,5.124,0.924,35.0,0
54,4.741,5.266,25.0,0
55,2.051,8.664,20.0,0
56,5.458,2.07,35.0,0
57,1.93,3.598,25.0,0
58,6.439,6.256,30.0,0
59,1.052,9.576,30.0,0
60,9.12,8.439,30.0,0
61,1.468,2.106,25.0,0
62,4.464,0.153,35.0,1
63,7.957,9.233,30.0,0
64,8.417,2.577,35.0,0
65,1.994,1.386,35.0,0
66,2.411,0.163,35.0,0
67,0.151,7.164,30.0,0
68,9.095,6.542,30.0,0
69,7.805,9.229,25.0,0
70,2.288,6.631,35.0,0
71,7.253,3.423,20.0,1
72,1.779,8.231,20.0,0
73,8.844,5.196,20.0,0
74,9.569,3.448,25.0,0
75,3.564,1.512,35.0,0
76,8.612,9.67,25.0,0
77,7.588,8.486,25.0,0
78,1.646,8.908,30.0,0
79,5.3,7.871,35.0,0
80,6.19,6.404,30.0,0
81,0.118,2.523,25.0,0
82,3.276,5.254,35.0,0
83,8.542,5.923,25.0,0
84,2.224,4.454,20.0,0
85,1.848,9.687,25.0,0
86,8.951,3.875,30.0,0
87,9.918,4.776,20.0,0
88,6.575,8.948,25.0,0
89,8.967,1.642,25.0,0
90,7.693,7.486,30.0,0
91,5.0,5.0,0.0,0
