1,4.311,4.491,30.0,0
2,5.02,3.328,25.0,0
3,7.467,0.215,35.0,0
4,4.282,4.034,25.0,0
5,2.919,3.899,30.0,0
6,6.495,0.817,20.0,0
7,1.795,6.63,30.0,0
8,1.703,2.543,30.0,1
9,6.69,7.399,20.0,0
10,3.568,9.954,20.0,0
11,3.501,6.158,25.0,0
12,6.235,7.382,30.0,0
13,8.002,7.64,30.0,0
14,2.391,4.055,35.0,1
15,8.297,5.763,35.0,0
16,6.662,9.84,35.0,0
17,3.407,6.434,35.0,0
18,2.326,8.485,35.0,0
19,5.401,4.549,20.0,0
20,5.107,8.721,35.0,0
21,8.214,1.5,20.0,0
22,7.14,4.958,30.0,0
23,9.278,5.997,20.0,0
24,0.961,5.431,25.0,0
25,3.457,8.219,25.0,0
26,7.232,8.656,25.0,0
27,3.145,9.885,25.0,0
28,8.541,1.839,25.0,0
29,3.759,3.294,20.0,1
30,4.093,3.805,25.0,0
31,8.869,5.047,30.0,0
32,2.115,5.911,35.0,0
33,2.257,0.167,30.0,1
34,2.974,4.077,35.0,0
35,2.581,2.141,25.0,1
36,7.037,5.89,20.0,0
37,3.997,9.013,30.0,0
38,2.854,9.395,30.0,0
39,0.974,3.996,20.0,1
40,0.089,9.639,25.0,0
41,3.355,7.153,35.0,0
42,9.514,1.914,35.0,0
43,3.449,7.478,30.0,0
44,9.694,5.264,20.0,0
45,5.239,1.712,30.0,0
46,0.13,2.792,30.0,0
47,7.52,5.062,30.0,0
48,0.883,5.363,35.0,0
49,9.417,5.919,20.0,0
50,2.463,4.328,20.0,0
51,7.914,3.776,35.0,0
52,7.888,8.104,30.0,0
53,1.018,5.815,35.0,0
54,7.2,5.548,25.0,0
55,9.338,2.566,30.0,0
56,0.527,6.965,25.0,0
57,7.902,1.244,25.0,0
58,3.331,6.534,25.0,0
59,5.257,7.011,35.0,0
60,8.409,0.565,20.0,0
61,9.105,9.183,25.0,0
62,5.687,7.22,20.0,0
63,7.061,5.721,35.0,0
64,6.299,5.629,30.0,0
65,4.388,4.724,35.0,0
66,8.393,2.987,20.0,0
67,2.802,3.842,35.0,0
68,9.529,0.558,30.0,0
69,8.123,9.213,35.0,0
70,4.346,2.046,35.0,1
71,0.135,8.643,25.0,0
72,9.779,1.531,30.0,0
73,4.385,9.199,30.0,0
74,1.605,8.871,25.0,0
75,1.298,7.334,25.0,0
76,0.638,7.731,35.0,0
77,0.217,6.079,25.0,0
78,2.613,7.844,35.0,0
79,5.881,6.913,35.0,0
80,2.096,5.741,30.0,0
81,5.0,5.0,0.0,1
