1,3.238,1.508,25.0,1
2,5.358,3.656,35.0,1
3,0.374,4.336,35.0,0
4,4.245,8.268,35.0,0
5,6.274,9.477,25.0,0
6,9.762,0.465,30.0,0
7,1.442,1.177,20.0,0
8,1.807,5.816,25.0,0
9,5.477,0.627,35.0,1
10,6.803,4.275,20.0,0
11,4.531,2.997,30.0,1
12,2.44,5.744,25.0,0
13,7.294,2.879,30.0,1
14,4.181,7.571,35.0,0
15,0.392,6.682,30.0,0
16,8.754,3.137,25.0,0
17,5.798,4.562,30.0,0
18,4.74,6.641,35.0,0
19,6.471,9.93,30.0,0
20,3.857,6.686,35.0,0
21,1.68,1.17,35.0,0
22,1.293,2.476,20.0,0
23,0.805,4.491,25.0,0
24,8.192,8.639,20.0,0
25,3.587,8.841,30.0,0
26,1.762,2.319,35.0,0
27,5.891,2.627,35.0,1
28,3.692,5.663,30.0,0
29,5.154,6.175,25.0,0
30,8.995,7.799,30.0,0
31,5.0,5.0,0.0,0
