1,7.933,8.219,20.0,0
2,0.004,6.628,20.0,0
3,3.731,7.701,20.0,0
4,7.298,4.14,25.0,0
5,1.929,5.536,30.0,0
6,8.033,6.856,30.0,0
7,0.931,8.002,30.0,0
8,0.937,1.971,25.0,0
9,9.513,5.885,35.0,0
10,3.603,9.327,30.0,0
11,6.445,6.979,30.0,0
12,0.284,3.613,25.0,0
13,5.891,0.896,30.0,1
14,1.168,6.627,20.0,0
15,4.837,1.381,35.0,1
16,6.982,0.125,30.0,1
17,3.329,9.044,25.0,0
18,3.774,3.891,35.0,0
19,0.538,4.228,25.0,0
20,9.809,2.453,30.0,0
21,6.702,8.895,20.0,0
22,7.96,5.166,20.0,0
23,4.09,0.859,25.0,0
24,4.876,7.84,35.0,0
25,1.234,5.894,20.0,0
26,4.515,9.275,20.0,0
27,8.792,6.121,20.0,0
28,4.785,1.421,20.0,0
29,8.047,3.233,25.0,1
30,9.23,3.76,25.0,1
31,5.0,5.0,0.0,0
