1,4.63,3.733,35.0,0
2,0.064,5.027,30.0,0
3,5.542,6.166,35.0,0
4,7.034,4.52,25.0,0
5,2.38,1.109,25.0,1
6,5.904,7.742,20.0,0
7,1.016,2.911,25.0,0
8,4.217,0.877,20.0,1
9,2.811,8.095,35.0,0
10,8.793,0.547,20.0,0
11,0.234,4.247,30.0,0
12,5.968,1.212,25.0,1
13,2.03,0.082,35.0,1
14,0.174,0.848,20.0,0
15,4.201,3.981,25.0,0
16,5.798,1.725,25.0,1
17,0.541,5.55,25.0,0
18,2.683,9.948,30.0,0
19,7.054,9.509,35.0,0
20,0.43,3.659,25.0,0
21,7.746,0.867,20.0,0
22,5.841,4.513,20.0,0
23,5.744,0.183,30.0,1
24,4.335,2.134,20.0,0
25,0.888,6.295,35.0,0
26,0.253,7.807,30.0,0
27,7.094,2.482,25.0,1
28,2.309,9.64,20.0,0
29,8.599,3.693,25.0,0
30,8.432,2.589,35.0,0
31,1.727,9.465,30.0,0
32,0.118,0.609,35.0,0
33,6.115,9.664,20.0,0
34,5.619,1.372,35.0,1
35,6.959,0.655,20.0,0
36,7.641,3.83,30.0,0
37,7.154,7.717,30.0,0
38,0.992,0.484,25.0,0
39,6.296,0.842,30.0,0
40,0.13,1.758,20.0,0
41,5.0,5.0,0.0,0
